Cnt,Term Code,Cat Course,Subj Code,Crse Numb,Csta Code,Title,Long Course Title,Crse Eff Term,Credit High Hrs,Credit Low Hrs,Coll Code,Coll Desc,Dept Code,Dept Desc,Cat Preq Term Code Eff,Cat Preq Seqno,Cat Preq Connector,Cat Preq Conn Desc,Cat Preq Lparen,Cat Preq Course,Cat Preq Subj Code,Cat Preq Crse Numb,Cat Preq Levl Code,Cat Preq Min Grde,Preq,Cat Preq Concurrency Ind,Cat Preq Rparen,Cat Preq Tesc Code,Cat Preq Test Score,one,Process Date
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,5,O,Or,,BIO 122,BIO,122,UG,C,1,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,3,O,Or,,BMES 480,BMES,480,UG,C,1,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,3,O,Or,,BMES 480,BMES,480,UG,C,1,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,5,O,Or,,BIO 122,BIO,122,UG,C,,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,1,,,,TDEC 122,TDEC,122,UG,C,1,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,3,O,Or,,BMES 480,BMES,480,UG,C,1,,,,,1,07/19/19 04:33 PM
1,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,3,O,Or,,BMES 480,BMES,480,UG,C,,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,3,O,Or,,BMES 480,BMES,480,UG,C,1,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,1,,,,TDEC 122,TDEC,122,UG,C,1,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,5,O,Or,,BIO 122,BIO,122,UG,C,1,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,3,O,Or,,BMES 480,BMES,480,UG,C,1,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,1,,,,TDEC 122,TDEC,122,UG,C,1,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,5,O,Or,,BIO 122,BIO,122,UG,C,1,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,3,O,Or,,BMES 480,BMES,480,UG,C,1,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,1,,,,TDEC 122,TDEC,122,UG,C,1,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,5,O,Or,,BIO 122,BIO,122,UG,C,1,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,1,,,,TDEC 122,TDEC,122,UG,C,,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,5,O,Or,,BIO 122,BIO,122,UG,C,1,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,3,O,Or,,BMES 480,BMES,480,UG,C,,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,1,,,,TDEC 122,TDEC,122,UG,C,1,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,1,,,,TDEC 122,TDEC,122,UG,C,1,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,5,O,Or,,BIO 122,BIO,122,UG,C,1,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,3,O,Or,,BMES 480,BMES,480,UG,C,1,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,1,,,,TDEC 122,TDEC,122,UG,C,1,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,5,O,Or,,BIO 122,BIO,122,UG,C,1,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,3,O,Or,,BMES 480,BMES,480,UG,C,,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,3,O,Or,,BMES 480,BMES,480,UG,C,1,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,5,O,Or,,BIO 122,BIO,122,UG,C,,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,5,O,Or,,BIO 122,BIO,122,UG,C,,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,5,O,Or,,BIO 122,BIO,122,UG,C,1,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,1,,,,TDEC 122,TDEC,122,UG,C,,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,1,,,,TDEC 122,TDEC,122,UG,C,1,,,,,1,07/19/19 04:33 PM
,201945,BMES 221,BMES,221,I,Engr Principles Living Sys I,Engineering Principles of Living Systems I,200815,4,0,R,"Sch.of Biomed Engr,Sci & Hlth",3850,Sch of Biomedical Engineering,200815,5,O,Or,,BIO 122,BIO,122,UG,C,1,,,,,1,07/19/19 04:33 PM
